user_id,dest_id,rating,visit_duration,season_visited,would_revisit
424,13,3.0,8,spring,1
337,179,4.4,5,autumn,0
362,134,4.1,14,summer,1
340,35,1.9,13,summer,0
123,118,4.5,10,autumn,0
129,14,2.3,11,autumn,0
306,0,3.4,11,winter,1
384,180,4.9,5,autumn,0
262,44,2.4,7,spring,0
324,2,2.0,1,summer,1
37,11,4.7,9,winter,1
178,70,1.8,2,summer,0
26,96,5.0,8,spring,0
446,26,2.9,8,summer,0
1,173,3.3,9,summer,1
60,64,2.1,10,summer,1
338,60,4.2,5,autumn,0
271,59,2.3,14,winter,1
17,3,2.1,8,spring,0
242,102,4.4,14,summer,1
452,189,4.4,7,spring,0
448,93,2.4,13,winter,1
56,103,3.1,3,spring,1
239,51,2.1,9,summer,0
434,1,4.4,7,summer,1
401,69,3.6,8,autumn,1
63,83,2.4,11,summer,1
460,72,3.9,10,winter,0
408,22,3.6,9,summer,0
154,131,3.6,6,spring,0
103,126,2.4,12,spring,0
368,23,4.2,9,summer,1
315,196,3.1,14,spring,1
406,95,2.9,7,spring,0
13,14,3.7,4,spring,0
60,4,3.6,10,winter,1
365,38,1.3,12,autumn,1
476,144,2.8,6,spring,1
463,120,3.2,7,winter,1
59,118,4.3,8,summer,1
59,180,5.0,11,summer,0
160,91,3.1,4,winter,0
285,191,3.8,9,autumn,1
275,190,2.6,7,winter,1
409,62,1.3,9,spring,0
454,82,4.4,4,winter,1
311,18,4.3,7,spring,0
385,32,4.3,9,spring,0
58,11,4.7,10,autumn,0
377,143,2.7,11,winter,1
497,40,2.9,12,autumn,1
441,139,4.8,9,autumn,1
191,185,4.1,6,spring,1
421,82,3.4,12,winter,0
22,13,4.5,10,winter,1
354,32,2.1,14,spring,1
361,7,2.9,2,summer,0
437,144,5.0,11,summer,0
467,125,1.5,4,winter,1
309,98,4.4,9,summer,1
185,108,2.5,11,spring,1
11,15,5.0,11,spring,1
477,11,3.3,9,autumn,1
288,100,1.0,13,autumn,1
488,92,4.2,11,summer,1
482,54,3.6,10,winter,0
469,77,4.1,5,summer,0
92,27,4.3,8,autumn,0
259,13,4.5,2,summer,0
468,155,2.2,4,winter,1
39,185,2.4,1,autumn,1
328,121,3.7,7,summer,1
261,115,2.4,6,winter,1
48,81,3.0,8,summer,0
470,91,2.0,12,spring,1
23,179,2.4,4,winter,1
304,92,2.4,6,autumn,1
95,63,4.6,6,spring,1
440,127,4.4,14,summer,1
261,11,4.7,13,spring,1
329,109,3.0,2,summer,0
225,150,2.7,11,autumn,0
480,37,4.7,3,winter,1
457,124,4.6,10,summer,1
335,151,4.8,3,autumn,1
245,94,3.8,2,autumn,1
470,35,2.8,6,autumn,0
27,155,3.5,12,autumn,1
315,170,4.4,5,autumn,0
293,122,4.8,7,autumn,1
320,180,3.9,7,summer,0
364,11,5.0,10,summer,1
136,82,3.3,8,summer,0
192,31,5.0,14,winter,1
194,153,4.7,2,winter,1
366,22,4.5,3,winter,1
303,196,5.0,10,spring,1
106,186,2.4,5,summer,1
448,34,2.7,1,autumn,1
312,190,3.0,7,autumn,1
155,43,2.3,9,autumn,0
358,80,2.5,9,summer,1
89,137,2.8,6,spring,0
301,12,4.5,4,autumn,0
338,197,1.9,4,spring,0
293,9,2.9,7,summer,1
24,161,3.9,13,spring,1
47,194,2.0,9,summer,1
42,170,4.5,6,winter,1
89,119,1.9,4,summer,0
108,99,4.3,8,autumn,1
150,130,2.6,9,spring,0
298,5,4.4,7,autumn,1
51,42,1.2,3,summer,0
480,71,4.7,9,spring,1
354,46,1.3,12,spring,0
143,110,2.8,11,winter,1
0,28,4.0,11,winter,1
19,125,3.2,1,winter,1
457,15,3.7,5,autumn,1
432,154,2.6,3,winter,0
132,30,4.7,11,summer,0
463,29,3.5,10,summer,1
393,178,2.8,7,autumn,1
200,164,3.7,7,winter,1
373,84,1.5,10,summer,1
8,13,2.3,6,winter,1
307,128,2.3,13,summer,0
362,26,2.3,4,autumn,0
392,19,3.9,5,autumn,1
158,128,4.8,5,spring,1
251,170,3.8,3,spring,1
278,122,3.5,3,autumn,1
321,113,2.6,14,winter,0
292,42,2.0,5,autumn,0
2,162,2.1,10,winter,0
437,113,1.2,12,spring,1
147,127,1.9,14,summer,0
369,100,2.6,5,spring,1
318,64,4.2,13,winter,0
349,148,2.3,10,winter,1
193,141,5.0,4,summer,1
163,128,4.3,1,winter,1
491,9,2.8,1,spring,1
168,27,2.4,1,summer,1
223,154,2.9,2,winter,0
199,148,4.5,1,spring,0
367,153,3.8,3,autumn,1
126,112,3.1,7,winter,1
402,126,4.8,2,spring,0
472,17,2.5,5,summer,0
54,84,4.4,9,summer,1
469,114,2.8,12,summer,1
25,65,5.0,2,summer,1
278,156,2.7,4,spring,1
304,131,3.7,8,winter,1
97,159,1.9,3,spring,0
368,75,3.9,1,spring,0
373,112,4.3,1,autumn,1
77,168,4.2,9,winter,1
29,18,4.8,3,summer,0
443,150,3.8,2,summer,1
167,41,2.3,9,summer,1
26,129,4.6,6,autumn,0
251,62,2.2,3,summer,1
373,8,3.8,5,autumn,1
331,105,5.0,2,spring,1
448,71,3.6,6,spring,0
323,164,3.8,5,autumn,1
442,163,4.3,10,spring,1
448,74,3.9,7,winter,1
178,161,1.9,4,spring,1
433,174,2.7,12,winter,1
467,28,2.7,11,winter,1
142,134,3.9,3,autumn,1
337,163,2.4,9,spring,1
390,119,4.0,2,autumn,1
160,80,4.1,4,autumn,1
490,17,3.8,3,winter,0
1,63,3.6,10,winter,0
397,181,2.3,11,winter,1
379,127,4.5,7,summer,1
95,183,2.8,2,spring,1
154,29,4.8,14,winter,1
205,88,4.5,4,autumn,1
200,14,3.2,1,summer,1
94,152,2.2,12,summer,1
277,134,3.5,14,summer,1
268,83,2.8,2,winter,1
406,125,3.4,4,autumn,1
177,37,3.7,5,autumn,1
84,89,2.8,9,autumn,1
183,46,2.3,3,autumn,1
420,66,2.4,14,winter,1
317,173,3.9,1,autumn,0
183,139,2.7,5,winter,1
453,75,3.5,4,winter,1
362,189,2.7,14,summer,1
155,196,2.8,2,spring,1
300,176,4.0,4,summer,1
70,73,4.5,11,autumn,1
163,134,1.6,3,winter,0
448,122,3.0,9,winter,1
356,62,4.9,6,winter,1
178,161,1.3,7,autumn,0
23,143,2.2,10,autumn,0
475,31,3.8,14,spring,0
362,97,2.7,8,spring,1
20,169,3.3,3,spring,1
495,138,4.0,5,spring,1
6,44,2.9,6,summer,1
255,19,2.0,4,summer,1
402,64,2.4,9,spring,0
249,134,2.3,2,winter,0
119,117,3.2,4,winter,0
28,193,2.8,6,winter,0
473,16,4.0,6,summer,1
291,50,3.4,5,summer,1
441,178,4.8,3,winter,0
259,79,3.8,5,winter,1
13,10,3.2,10,winter,0
326,16,2.5,6,winter,1
385,71,3.3,11,autumn,1
39,76,4.0,11,summer,1
474,113,1.8,8,winter,0
52,199,5.0,3,summer,1
221,77,3.5,3,spring,1
169,77,4.1,10,spring,0
126,184,3.1,14,autumn,0
105,181,3.4,5,summer,0
399,26,4.1,7,autumn,1
491,179,3.4,6,autumn,1
174,128,2.1,14,winter,0
89,12,5.0,2,summer,1
388,168,4.4,1,summer,1
189,80,2.8,13,spring,1
136,123,3.8,1,winter,1
255,111,2.4,11,winter,1
375,173,2.0,14,spring,1
485,116,3.7,1,spring,0
385,179,2.6,3,autumn,0
208,101,2.0,3,autumn,1
447,109,4.1,10,spring,0
248,35,2.0,6,spring,1
111,195,3.3,9,autumn,1
361,145,3.8,9,spring,0
310,130,2.2,11,autumn,0
487,64,4.0,4,autumn,1
368,193,2.4,3,winter,0
443,152,2.0,6,spring,1
383,78,3.2,13,winter,0
128,122,2.1,7,summer,0
111,151,3.2,1,winter,1
148,191,4.8,8,autumn,1
34,198,2.1,8,summer,1
446,55,2.2,6,winter,1
395,115,3.1,8,summer,1
28,111,1.9,8,summer,0
125,160,4.5,13,winter,1
224,170,3.2,5,winter,1
325,89,4.4,12,summer,0
142,39,4.9,9,winter,1
27,129,3.8,10,winter,1
290,191,3.2,4,autumn,1
445,177,4.7,12,spring,1
322,30,5.0,13,spring,0
462,142,3.5,3,winter,1
417,184,3.5,5,spring,1
211,98,3.8,10,winter,1
228,60,2.0,1,autumn,1
389,94,3.8,7,winter,1
62,150,2.5,2,spring,1
247,129,1.9,8,summer,1
203,32,3.0,8,autumn,1
58,181,2.6,11,autumn,0
90,149,4.4,10,autumn,1
24,179,2.5,7,spring,1
287,119,2.5,8,spring,1
364,77,4.7,2,summer,1
186,170,5.0,2,summer,1
292,168,3.9,14,autumn,1
146,116,1.8,8,autumn,0
466,45,3.3,9,autumn,1
187,40,3.4,1,autumn,1
182,121,2.6,6,summer,0
108,142,4.5,9,autumn,1
328,141,4.6,2,summer,0
392,98,2.5,14,summer,0
179,132,3.3,2,winter,1
348,47,4.6,5,spring,1
15,2,2.3,11,winter,1
94,107,2.4,12,spring,1
158,121,3.6,1,spring,1
257,0,2.3,7,spring,1
48,58,2.3,5,summer,0
464,51,3.3,11,spring,0
57,56,4.8,4,winter,1
41,136,2.9,6,spring,0
73,175,2.0,9,spring,1
264,67,2.0,9,spring,1
271,71,4.4,12,winter,0
439,132,2.7,13,spring,0
9,5,2.2,1,winter,1
466,199,4.1,3,spring,1
273,87,4.6,7,autumn,1
306,197,2.8,5,spring,1
398,0,4.2,7,summer,1
289,29,3.3,1,spring,0
258,169,4.4,6,summer,1
13,66,4.2,10,winter,0
333,73,3.0,9,autumn,1
75,108,2.1,8,summer,1
363,51,5.0,8,summer,1
259,195,2.0,9,autumn,1
128,148,3.0,7,summer,0
387,69,1.3,12,summer,1
258,18,3.4,5,autumn,1
186,8,4.5,10,summer,1
79,115,2.7,7,summer,1
201,192,2.4,13,winter,0
14,72,3.6,1,winter,0
333,130,3.3,4,winter,0
434,124,4.3,8,winter,1
55,194,2.3,14,autumn,0
261,130,2.1,12,spring,1
228,7,1.6,10,autumn,1
12,94,1.9,6,winter,0
205,152,3.7,13,winter,1
318,42,4.7,10,spring,1
330,188,2.4,4,autumn,1
155,13,5.0,5,autumn,1
364,152,2.5,5,autumn,1
89,170,4.5,12,spring,1
430,46,5.0,14,autumn,1
193,186,1.5,7,autumn,1
267,29,3.1,12,autumn,0
98,147,4.8,8,summer,1
413,19,1.8,12,winter,1
95,35,2.2,8,summer,1
96,63,3.9,7,winter,1
17,19,3.0,11,autumn,1
471,20,3.2,4,autumn,1
140,78,4.2,13,spring,1
255,20,2.6,12,autumn,1
152,31,3.7,4,summer,1
44,147,3.2,7,winter,1
253,109,4.4,1,spring,0
218,84,3.6,6,spring,1
166,166,4.4,3,spring,0
397,46,3.0,13,autumn,0
17,39,3.2,8,autumn,1
447,107,2.6,12,winter,1
264,162,1.5,10,winter,0
359,1,2.5,7,autumn,0
321,122,3.2,2,summer,1
249,144,4.3,1,summer,0
276,198,4.8,9,spring,1
147,127,3.0,8,autumn,1
406,63,3.5,2,winter,1
436,91,3.7,3,autumn,0
339,170,3.8,10,winter,1
391,44,3.0,4,spring,1
156,152,1.7,13,summer,0
4,181,1.9,1,spring,0
263,32,2.3,3,winter,0
171,131,2.6,4,spring,1
217,127,4.1,8,summer,0
168,107,2.9,11,winter,0
462,44,2.9,8,winter,0
419,88,3.9,10,winter,1
310,36,3.3,5,winter,1
275,142,2.4,13,spring,1
26,19,2.6,6,autumn,1
360,9,2.7,4,winter,1
240,49,1.6,13,summer,0
474,50,1.3,9,spring,1
337,191,3.6,5,summer,1
455,142,2.1,12,spring,1
32,35,4.5,5,spring,1
65,167,5.0,11,spring,0
210,96,3.3,10,spring,1
467,21,3.0,5,winter,1
304,139,2.0,3,autumn,0
324,24,3.2,11,spring,1
72,158,4.2,3,autumn,1
374,44,1.7,5,autumn,1
430,75,2.3,1,summer,1
336,44,2.3,2,summer,1
124,150,2.1,10,winter,1
92,12,3.9,1,winter,0
293,164,4.8,10,spring,1
351,193,4.5,3,winter,0
92,155,1.9,13,spring,1
405,164,2.8,8,winter,0
30,153,2.2,2,summer,1
319,127,2.5,8,autumn,1
396,116,2.1,12,winter,0
399,167,3.7,14,autumn,1
84,15,3.8,8,spring,1
487,145,2.4,1,winter,1
463,77,3.8,1,autumn,1
60,100,2.4,7,autumn,0
140,56,1.9,10,winter,1
318,197,5.0,9,autumn,1
325,33,3.0,13,winter,1
12,55,2.5,3,spring,1
374,129,3.7,7,winter,1
355,25,4.9,11,summer,1
149,51,4.4,14,spring,1
414,109,1.8,9,spring,0
447,101,3.1,10,winter,1
194,157,4.3,11,summer,1
210,152,2.7,9,winter,1
326,33,4.6,6,winter,0
111,155,4.8,11,spring,0
479,34,2.8,12,summer,1
65,83,3.4,13,winter,1
184,14,4.9,14,summer,0
312,163,3.2,13,autumn,1
132,162,1.5,1,spring,1
31,139,4.1,6,autumn,0
268,19,3.4,8,winter,0
7,94,2.9,14,spring,0
72,61,1.8,1,spring,1
321,36,4.0,7,autumn,0
349,34,2.0,2,spring,1
345,102,3.4,9,autumn,1
169,69,2.1,12,winter,1
154,47,4.0,11,autumn,1
361,193,3.2,6,autumn,0
240,130,3.5,6,autumn,0
497,44,2.9,14,winter,1
433,128,4.5,4,autumn,1
322,59,2.3,9,summer,0
489,45,3.0,9,autumn,0
429,187,3.4,13,summer,1
300,47,3.6,13,summer,0
368,179,3.9,13,summer,1
51,125,3.8,10,summer,0
197,89,3.2,1,summer,1
213,29,3.7,11,spring,0
115,165,3.0,9,winter,1
91,158,4.0,10,summer,1
241,187,1.0,6,winter,1
184,179,5.0,10,autumn,1
234,82,3.8,10,summer,0
160,160,4.1,14,spring,1
249,58,2.1,14,summer,0
260,28,4.4,10,autumn,0
462,56,5.0,5,spring,1
16,58,2.8,5,winter,0
278,70,4.6,1,summer,1
413,165,3.2,13,winter,0
93,20,2.8,11,winter,1
318,178,4.1,13,spring,1
405,25,2.8,9,spring,0
168,109,3.2,4,autumn,1
60,70,4.0,7,winter,1
385,28,3.3,7,spring,0
296,55,2.4,13,summer,1
358,45,1.7,2,winter,1
488,52,4.9,3,summer,1
464,82,3.9,4,winter,1
366,11,4.5,7,spring,1
373,105,4.6,4,autumn,0
295,18,4.0,5,winter,1
112,96,2.1,1,winter,0
30,138,2.6,2,winter,0
282,192,1.3,5,autumn,0
220,130,3.4,2,winter,1
244,153,4.0,6,spring,1
150,199,3.6,8,winter,1
4,107,3.2,10,spring,1
341,182,4.3,12,autumn,0
280,71,3.0,9,spring,1
360,54,3.6,14,autumn,1
75,78,3.4,6,spring,1
333,126,2.6,3,summer,0
287,13,3.0,1,autumn,0
411,8,4.7,8,spring,1
33,111,2.2,8,winter,1
458,164,1.5,5,autumn,1
378,157,4.3,9,autumn,1
195,23,2.8,3,winter,1
477,21,3.6,13,summer,0
361,175,4.2,13,autumn,0
242,110,2.9,5,autumn,1
170,172,2.7,14,summer,0
397,122,3.3,10,spring,0
115,117,2.4,13,summer,1
216,169,2.5,10,winter,0
277,157,3.3,3,autumn,1
483,112,2.3,3,autumn,1
162,139,1.4,4,winter,1
314,65,4.9,2,autumn,0
385,10,2.1,4,winter,0
320,89,3.5,1,winter,0
54,35,2.7,13,spring,0
242,143,2.4,9,spring,1
215,59,4.4,1,autumn,0
382,14,5.0,3,summer,0
34,36,3.3,2,summer,1
12,162,3.1,5,summer,1
396,65,1.2,3,winter,1
121,182,3.1,5,spring,1
79,107,4.4,5,spring,0
269,140,4.2,2,summer,1
423,54,2.4,8,winter,1
69,126,5.0,7,winter,1
161,179,4.8,11,summer,1
151,74,3.7,11,spring,1
343,126,2.0,7,spring,0
144,57,2.7,4,winter,1
273,108,2.9,5,winter,1
259,108,5.0,11,autumn,0
45,23,4.3,1,autumn,0
471,130,3.4,8,winter,1
312,137,3.6,1,spring,1
435,192,2.4,14,spring,1
133,140,4.2,9,autumn,1
493,141,2.0,13,spring,1
302,45,2.0,14,spring,0
460,126,4.0,13,summer,1
150,153,3.6,8,spring,1
101,46,3.5,3,spring,1
63,42,4.2,2,spring,0
27,127,4.0,9,spring,1
113,75,2.3,12,summer,1
48,130,2.2,12,autumn,1
130,140,3.9,8,spring,1
130,169,3.6,9,winter,0
16,19,2.3,9,winter,1
26,16,3.4,5,winter,0
77,187,1.2,7,spring,0
24,11,2.3,11,winter,1
460,140,4.8,13,winter,1
367,142,2.5,8,summer,1
56,148,1.3,3,spring,1
30,18,3.6,13,winter,0
443,115,4.5,4,autumn,0
103,36,1.5,9,spring,0
368,42,2.5,12,summer,0
159,110,2.7,14,summer,1
411,181,3.2,11,summer,1
402,176,4.7,14,winter,1
224,179,4.6,2,autumn,1
349,179,2.3,14,autumn,1
163,186,3.9,14,winter,0
263,93,5.0,10,summer,1
302,55,3.8,4,spring,0
285,94,4.5,4,spring,1
375,22,5.0,5,summer,1
458,151,3.4,3,winter,1
353,122,3.2,14,autumn,1
110,198,3.1,11,spring,1
478,182,3.2,10,summer,1
134,88,3.1,11,winter,0
207,141,3.8,9,winter,0
480,92,1.7,5,winter,0
95,164,2.9,12,spring,1
268,80,4.6,14,winter,0
2,36,3.9,3,winter,1
232,48,4.3,8,summer,1
195,103,4.0,11,spring,0
313,145,2.4,4,winter,0
69,174,4.2,10,summer,1
407,178,5.0,6,summer,1
109,154,3.8,5,winter,0
42,28,3.3,7,autumn,1
377,81,1.2,7,summer,0
469,95,2.6,3,summer,0
417,66,4.2,12,winter,1
476,32,2.1,10,autumn,1
176,147,2.6,9,winter,1
349,117,2.6,2,winter,1
220,92,2.9,14,summer,1
102,41,3.8,13,winter,0
160,185,4.0,13,winter,1
21,126,2.8,8,summer,1
418,85,3.2,9,spring,0
440,14,3.7,10,spring,0
370,119,4.7,11,autumn,1
329,132,3.9,11,autumn,1
305,83,4.8,8,spring,1
498,75,4.3,11,winter,0
365,124,4.7,8,summer,1
156,63,4.1,5,winter,1
480,182,2.7,3,summer,1
220,184,4.0,9,winter,1
138,122,2.4,8,winter,1
274,5,2.8,10,summer,1
45,104,3.5,11,winter,1
165,55,3.1,6,spring,1
338,2,3.5,1,summer,0
214,5,4.2,4,spring,0
349,116,4.0,13,winter,1
429,92,4.8,12,autumn,1
438,19,2.8,1,winter,1
490,144,3.1,6,summer,1
76,96,4.7,8,autumn,1
322,152,2.6,13,spring,1
43,177,3.0,10,winter,1
394,69,2.6,3,winter,0
295,125,5.0,8,summer,1
9,100,2.9,7,spring,0
70,172,3.0,11,winter,1
381,65,4.5,9,summer,0
351,31,4.1,9,winter,1
89,179,5.0,7,summer,0
188,19,4.3,5,spring,0
105,85,3.2,2,autumn,1
161,180,4.7,12,winter,1
443,93,2.4,3,autumn,1
460,29,4.0,11,spring,1
305,59,2.6,11,summer,0
93,47,3.6,5,winter,0
317,46,4.1,2,autumn,0
219,143,2.4,2,summer,1
265,70,1.1,10,spring,0
338,31,3.3,12,autumn,0
321,150,2.3,8,spring,1
34,170,2.9,4,winter,1
361,104,1.9,12,winter,1
55,79,5.0,5,winter,1
87,124,2.8,1,spring,1
211,9,4.6,2,summer,1
292,169,2.4,2,autumn,1
84,144,3.7,9,spring,1
305,166,3.8,2,summer,1
199,66,2.9,1,spring,1
4,180,4.5,5,spring,1
59,104,1.8,7,winter,1
419,46,2.8,5,autumn,1
301,136,3.2,7,autumn,1
106,128,2.1,2,spring,0
151,46,2.1,7,summer,1
424,85,3.1,2,spring,1
279,145,3.0,2,winter,1
17,122,3.0,12,autumn,1
152,169,3.7,11,spring,0
52,168,4.7,8,winter,0
434,182,2.0,7,spring,0
262,124,3.5,4,autumn,1
393,48,2.3,7,spring,1
103,106,2.3,11,summer,1
411,95,2.2,9,winter,0
491,115,3.1,14,winter,1
190,95,3.9,5,autumn,1
298,92,2.4,11,autumn,0
342,43,1.6,5,summer,0
383,83,4.8,9,autumn,0
17,163,3.9,9,summer,1
131,185,3.2,14,spring,0
250,123,4.5,1,summer,1
274,128,3.5,10,autumn,1
375,120,2.0,8,spring,0
113,81,3.0,9,spring,1
363,77,4.6,5,spring,1
467,61,2.8,12,spring,1
265,169,2.9,5,autumn,1
224,71,4.1,12,summer,1
368,193,2.1,13,autumn,1
6,114,3.8,6,winter,1
383,160,3.0,6,winter,1
333,76,1.6,12,winter,1
432,161,4.4,13,summer,0
135,127,4.3,11,winter,0
435,183,3.5,13,spring,1
427,88,3.6,1,spring,0
294,128,1.2,9,autumn,1
359,111,3.0,3,summer,0
442,89,3.0,12,summer,1
260,23,1.6,1,spring,1
314,64,4.1,12,autumn,1
157,88,4.7,7,spring,0
185,45,3.9,3,autumn,0
346,134,3.6,8,spring,1
269,139,2.5,4,winter,1
82,155,4.6,4,autumn,1
172,2,1.8,14,winter,1
51,103,3.8,1,winter,1
186,176,3.7,12,autumn,0
44,75,3.9,7,summer,1
208,113,2.0,8,autumn,0
244,184,3.7,13,spring,0
13,71,3.0,4,summer,0
415,46,5.0,9,summer,1
323,69,2.1,13,winter,1
341,199,5.0,3,winter,1
244,62,1.7,11,winter,1
257,84,2.5,13,winter,1
